#
# National Water Information System
# 2025/01/10
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
huc_cd	huc_class_cd	huc_nm
12s	15s	64s
030401010802	Other	Johnson Creek
030401010803	Other	Lovills Creek
030401010804	Other	Headwaters Stewarts Creek
030401010805	Other	Pauls Creek
030401010806	Other	Outlet Stewarts Creek
030401010807	Other	Faukner Creek-Ararat River
0304010109	Other	Lower Ararat River
030401010901	Other	Flat Shoal Creek-Ararat River
030401010902	Other	Toms Creek
030401010903	Other	Bull Creek-Ararat River
030401010904	Other	Outlet Ararat River
0304010110	Other	Little Yadkin River-Yadkin River
030401011001	Other	Double Creek-Yadkin River
030401011002	Other	Hogan Creek-Yadkin River
030401011003	Other	West Prong Little Yadkin River
030401011004	Other	East Prong Little Yadkin River
030401011005	Other	Little Yadkin River
030401011006	Other	Grassy Creek-Yadkin River
030401011007	Other	Bashavia Creek-Yadkin River
0304010111	Other	Deep Creek
030401011101	Other	Headwaters South Deep Creek
030401011102	Other	North Deep Creek
030401011103	Other	South Deep Creek-Deep Creek
0304010112	Other	Forbush Creek-Yadkin River
030401011201	Other	Logan Creek
030401011202	Other	Forbush Creek
030401011203	Other	Turner Creek-Yadkin River
0304010113	Other	Muddy Creek
030401011301	Other	Mill Creek
030401011302	Other	Headwaters Muddy Creek
030401011303	Other	Upper Muddy Creek
030401011304	Other	Upper Salem Creek
030401011305	Other	Lower Salem Creek
030401011306	Other	Middle Muddy Creek
030401011307	Other	South Fork Muddy Creek
030401011308	Other	Lower Muddy Creek
0304010114	Other	Dutchmans Creek
030401011401	Other	Upper Dutchmans Creek
030401011402	Other	Cedar Creek
030401011403	Other	Middle Dutchmans Creek
030401011404	Other	Lower Dutchmans Creek
0304010115	Other	Reedy Creek-Yadkin River
030401011501	Other	Carters Creek-Yadkin River
030401011502	Other	Reedy Creek
030401011503	Other	Dykers Creek-Yadkin River
030401011504	Other	Farabee Creek-Yadkin River
03040102	Other	South Yadkin
0304010201	Other	Headwaters South Yadkin River
030401020101	Other	Headwaters South Yadkin River
030401020102	Other	Snow Creek
030401020103	Other	Harve Creek-South Yadkin River
030401020104	Other	Upper Rocky Creek
030401020105	Other	Patterson Creek
030401020106	Other	Lower Rocky Creek
030401020107	Other	Dutchman Creek
030401020108	Other	Fifth Creek
030401020109	Other	Jack Creek-South Yadkin River
0304010202	Other	Hunting Creek
030401020201	Other	Headwaters Hunting Creek
030401020202	Other	Upper North Little Hunting Creek
030401020203	Other	Lower North Little Hunting Creek
030401020204	Other	Upper Hunting Creek
030401020205	Other	Middle Hunting Creek
030401020206	Other	Lower Hunting Creek
0304010203	Other	Third Creek
030401020301	Other	Headwaters Third Creek
030401020302	Other	Upper Third Creek
030401020303	Other	Middle Third Creek
030401020304	Other	Lower Third Creek
0304010204	Other	Fourth Creek
030401020401	Other	Upper Fourth Creek
030401020402	Other	Middle Fourth Creek
030401020403	Other	Lower Fourth Creek
0304010205	Other	Second Creek
030401020501	Other	Sills Creek-Back Creek
030401020502	Other	Withrow Creek
030401020503	Other	Upper Second Creek
030401020504	Other	Lower Second Creek
0304010206	Other	South Yadkin River
030401020601	Other	Bell Branch-South Yadkin River
030401020602	Other	Bear Creek
030401020603	Other	Beaverdam Branch-South Yadkin River
03040103	Other	Lower Yadkin
0304010301	Other	High Rock Lake-Yadkin River
030401030101	Other	Upper Grants Creek
030401030102	Other	Lower Grants Creek
030401030103	Other	South Potts Creek-North Potts Creek
030401030104	Other	Swearing Creek
030401030105	Other	Deals Creek-Yadkin River
0304010302	Other	Abbotts Creek
030401030201	Other	Brushy Fork
030401030202	Other	Tom-A-Lex Lake-Abbotts Creek
030401030203	Other	Rich Fork
030401030204	Other	Hamby Creek
030401030205	Other	Leonard Creek
030401030206	Other	Pounder Fork-Abbotts Creek
030401030207	Other	High Rock Lake-Abbotts Creek
0304010303	Other	High Rock Lake
030401030301	Other	Town of Spencer-Headwaters Crane Creek
030401030302	Other	Crane Creek-High Rock Lake
030401030303	Other	Second Creek-High Rock Lake
030401030304	Other	Flat Swamp Creek-High Rock Lake
030401030305	Other	Yadkin River-High Rock Lake
0304010304	Other	Upper Uwharrie River
030401030401	Other	Little Uwharrie River
030401030402	Other	Headwaters Uwharrie River
030401030403	Other	Back Creek
030401030404	Other	Caraway Creek
030401030405	Other	Taylor Creek
030401030406	Other	Jackson Creek-Uwharrie River
0304010305	Other	Lower Uwharrie River
030401030501	Other	Betty McGees Creek-Uwharrie River
030401030502	Other	Hannahs Creek-Uwharrie River
030401030503	Other	Barnes Creek
030401030504	Other	Crow Creek-Uwharrie River
030401030505	Other	Outlet Uwharrie River
0304010306	Other	Yadkin River
030401030601	Other	Lick Creek
030401030602	Other	Cabin Creek
030401030603	Other	Riles Creek
030401030604	Other	Tuckertown Reservoir-Yadkin River
030401030605	Other	Beaverdam Creek-Yadkin River
03040104	Other	Upper Pee Dee
0304010401	Other	Brown Creek
030401040101	Other	Headwaters Brown Creek
030401040102	Other	Upper Brown Creek
030401040103	Other	Middle Brown Creek
030401040104	Other	Goulds Fork
030401040105	Other	Lower Brown Creek
0304010402	Other	Lake Tillery-Pee Dee River
030401040201	Other	Mountain Creek
030401040202	Other	Wood Run-Lake Tillery
030401040203	Other	Pee Dee River-Lake Tillery
030401040204	Other	Clarks Creek
030401040205	Other	Leak Island-Pee Dee River
0304010403	Other	Eury Dam-Little River
030401040301	Other	Headwaters Little River
030401040302	Other	West Fork Little River
030401040303	Other	Densons Creek
030401040304	Other	Dicks Creek-Little River
030401040305	Other	Rocky Creek
030401040306	Other	Eury Dam-Little River
0304010404	Other	Little River
030401040401	Other	Cheek Creek
030401040402	Other	Big Town Creek-Little River
030401040403	Other	Buffalo Creek
030401040404	Other	Little River
0304010405	Other	Pee Dee River-Blewett Falls Lake
030401040501	Other	Cedar Creek
030401040502	Other	Dry Creek-Pee Dee River
030401040503	Other	Savannah Creek
030401040504	Other	Little Mountain Creek
030401040505	Other	Mountain Creek
030401040506	Other	Pee Dee River-Blewett Falls Lake
03040105	Other	Rocky
0304010501	Other	Upper Rocky River
030401050101	Other	Clarke Creek
030401050102	Other	Headwaters Rocky River
030401050103	Other	Mallard Creek
030401050104	Other	Upper Coddle Creek
030401050105	Other	Lower Coddle Creek
030401050106	Other	Twin Lakes-Rocky River
0304010502	Other	Cold Water Creek
030401050201	Other	Little Cold Water Creek
030401050202	Other	Cold Water Creek
030401050203	Other	Irish Buffalo Creek
0304010503	Other	Middle Rocky River
030401050301	Other	Back Creek
030401050302	Other	Reedy Creek
030401050303	Other	Upper Dutch Buffalo Creek
030401050304	Other	Lower Dutch Buffalo Creek
030401050305	Other	Hamby Branch-Rocky River
030401050306	Other	Clear Creek
030401050307	Other	Muddy Creek-Rocky River
0304010504	Other	Long Creek
030401050401	Other	Little Long Creek
030401050402	Other	Upper Long Creek
030401050403	Other	Little Bear Creek
030401050404	Other	Upper Big Bear Creek
030401050405	Other	Lower Big Bear Creek
030401050406	Other	Lower Long Creek
0304010505	Other	Richardson Creek
030401050501	Other	Bearskin Creek
030401050502	Other	Rays Fork
030401050503	Other	Lake Twitty-Stewarts Creek
030401050504	Other	Upper Richardson Creek
030401050505	Other	Salem Creek
030401050506	Other	Middle Richardson Creek
030401050507	Other	Lower Richardson Creek
0304010506	Other	Lanes Creek
030401050601	Other	Upper Lanes Creek
030401050602	Other	Middle Lanes Creek
030401050603	Other	Beaverdam Creek
030401050604	Other	Lower Lanes Creek
0304010507	Other	Lower Rocky River
030401050701	Other	Goose Creek
030401050702	Other	Crooked Creek
030401050703	Other	Island Creek
030401050704	Other	Rock Hole Creek-Rocky River
030401050705	Other	Gilberts Creek-Rocky River
030401050706	Other	Cribs Creek
030401050707	Other	Hardy Creek-Rocky River
030401050708	Other	Camp Branch-Rocky River
030402	Other	Lower Pee Dee
03040201	Other	Lower Pee Dee
0304020101	Other	Hitchcock Creek
030402010101	Other	Rocky Fork Creek
030402010102	Other	Upper Hitchcock Creek
030402010103	Other	Hinson Lake-Falling Creek
030402010104	Other	Middle Hitchcock Creek
030402010105	Other	Lower Hitchcock Creek
0304020102	Other	Jones Creek
030402010201	Other	North Fork Jones Creek
030402010202	Other	South Fork Jones Creek
030402010203	Other	Williams Mill Creek-Jones Creek
0304020103	Other	Marks Creek-Pee Dee River
030402010301	Other	Cartledge Creek
030402010302	Other	Solomons Creek
030402010303	Other	Mill Creek
030402010304	Other	Island Creek-Pee Dee River
030402010305	Other	Everetts Lake-Marks Creek
030402010306	Other	Whortleberry Creek-Pee Dee River
0304020104	Other	Thompson Creek
030402010401	Other	Deadfall Creek
030402010402	Other	Headwaters Thompson Creek
030402010403	Other	Deep Creek-Thompson Creek
030402010404	Other	Cedar Creek-Thompson Creek
030402010405	Other	Jimmies Creek-Thompson Creek
030402010406	Other	Little Bear Creek
030402010407	Other	Big Bear Creek
030402010408	Other	Middle Thompson Creek
030402010409	Other	Upper Juniper Creek
030402010410	Other	Lower Juniper Creek
030402010411	Other	Lower Thompson Creek
0304020105	Other	Reedys Branch-Great Pee Dee River
030402010501	Other	Westfield Creek
030402010502	Other	Whites Creek
030402010503	Other	Phils Creek
030402010504	Other	Huckleberry Branch-Great Pee Dee River
030402010505	Other	Naked Creek
030402010506	Other	Crooked Creek-Lake Wallace
030402010507	Other	Crooked Creek
030402010508	Other	Little Cedar Creek-Crooked Creek
030402010509	Other	Cedar Creek-Crooked Creek
030402010510	Other	Beaverdam Creek-Great Pee Dee River
0304020106	Other	Upper Black Creek
030402010601	Other	Little Black Creek
030402010602	Other	Headwaters Black Creek
030402010603	Other	Skipper Creek-Black Creek
030402010604	Other	Ham Creek
030402010605	Other	Big Beaverdam Creek
030402010606	Other	Lake Robinson-Black Creek
0304020107	Other	Lower Black Creek
030402010701	Other	Beaverdam Creek-Black Creek
030402010702	Other	Little Boggy Swamp
030402010703	Other	Seed Branch
030402010704	Other	Everlasting Branch-Black Creek
030402010705	Other	Horse Creek-Black Creek
030402010706	Other	Bellyache Creek
030402010707	Other	Swift Creek-Black Creek
030402010708	Other	High Hill Creek-Black Creek
030402010709	Other	Lucas Creek-Black Creek
030402010710	Other	Outlet Black Creek
0304020108	Other	Three Creeks-Great Pee Dee River
030402010801	Other	Upper Muddy Creek-Great Pee Dee River
030402010802	Other	Buckholtz Creek
030402010803	Other	Cottingham Creek
030402010804	Other	Hagins Prong
030402010805	Other	Three Creeks
030402010806	Other	Lower Muddy Creek-Great Pee Dee River
030402010807	Other	Rogers Creek
030402010808	Other	Flat Creek-Great Pee Dee River
030402010809	Other	Back Swamp
030402010810	Other	Rogers Lake-Great Pee Dee River
0304020109	Other	Jeffries Creek
030402010901	Other	Middle Swamp
030402010902	Other	Upper Jeffries Creek
030402010903	Other	Polk Swamp Canal
030402010904	Other	Willow Creek
030402010905	Other	Lower Jeffries Creek
0304020110	Other	Tobys Creek-Great Pee Dee River
030402011001	Other	Tobys Creek
030402011002	Other	Brownsville Creek-Great Pee Dee River
030402011003	Other	Bachelor Creek-Great Pee Dee River
0304020111	Other	Catfish Creek
030402011101	Other	Upper Catfish Canal
030402011102	Other	Smith Swamp
030402011103	Other	Lower Catfish Canal
030402011104	Other	Millrace Stream
030402011105	Other	Catfish Creek
0304020112	Other	Bull Swamp-Great Pee Dee River
030402011201	Other	Barfield Mill Creek-Great Pee Dee River
030402011202	Other	Bull Swamp-Great Pee Dee River
03040202	Other	Lynches
0304020201	Other	Headwaters Lynches River
030402020101	Other	Hills Creek
030402020102	Other	Headwaters Lynches River
030402020103	Other	Wildcat Creek
030402020104	Other	Flat Creek-Lynches River
030402020105	Other	Turkey Creek-Lynches River
0304020202	Other	Little Lynches River
030402020201	Other	Headwaters Little Lynches River
030402020202	Other	Hanging Rock Creek
030402020203	Other	Upper Little Lynches River
030402020204	Other	Middle Little Lynches River
030402020205	Other	Beaver Dam Creek-Little Lynches River
030402020206	Other	Lower Little Lynches River
0304020203	Other	Upper Lynches River
030402020301	Other	Fork Creek
030402020302	Other	Rocky Creek-Lynches River
030402020303	Other	Buffalo Creek-Lynches River
030402020304	Other	Big Sandy Creek
030402020305	Other	Lynches River
030402020306	Other	Jumping Gully
030402020307	Other	Red Oak Camp Creek-Lynches River
0304020204	Other	Sparrow Swamp
030402020401	Other	Boggy Gully Swamp
030402020402	Other	Headwaters Sparrow Swamp
030402020403	Other	Newman Swamp
030402020404	Other	Deep Hole Swamp
030402020405	Other	Upper Sparrow Swamp
030402020406	Other	Lake Swamp-Sparrow Swamp
030402020407	Other	Middle Sparrow Swamp
030402020408	Other	Lower Sparrow Swamp
0304020205	Other	Middle Lynches River
030402020501	Other	Turkey Creek-Lynches River
030402020502	Other	Lynches River
030402020503	Other	Merchants Mill Creek-Lynches River
030402020504	Other	Mill Branch-Lynches River
030402020505	Other	Mill Bay-Lynches River
0304020206	Other	Lake Swamp-Lynches River
030402020601	Other	Camp Branch-Lake Swamp
030402020602	Other	Singleton Swamp
030402020603	Other	Upper Lake Swamp-Lynches River
030402020604	Other	Lower Lake Swamp-Lynches River
0304020207	Other	Lower Lynches River
030402020701	Other	Mill Branch-Lynches River
030402020702	Other	Millpond Branch-Lynches River
030402020703	Other	Big Swamp
030402020704	Other	High Hill Drainage Canal-Lynches River
030402020705	Other	Outlet Lynches River
03040203	Other	Lumber
0304020301	Other	Upper Drowning Creek
030402030101	Other	Jackson Creek
030402030102	Other	Headwaters Drowning Creek
030402030103	Other	Naked Creek
030402030104	Other	Big Branch-Upper Drowning Creek
0304020302	Other	Lower Drowning Creek
030402030201	Other	Horse Creek
030402030202	Other	Aberdeen Creek
030402030203	Other	Big Muddy Lake-Big Muddy Creek
030402030204	Other	Middle Drowning Creek
030402030205	Other	Quewhiffle Creek
030402030206	Other	Lower Drowning Creek
0304020303	Other	Gum Swamp-Lumber River
030402030301	Other	Town of Wagram-Lumber River
030402030302	Other	Gum Swamp
030402030303	Other	Town of Maxton-Lumber River
0304020304	Other	Bear Swamp-Lumber River
030402030401	Other	Back Swamp
030402030402	Other	Bear Swamp
030402030403	Other	Mill Branch-Lumber River
0304020305	Other	Raft Swamp
030402030501	Other	Upper Raft Swamp
030402030502	Other	Little Raft Swamp
030402030503	Other	Richland Swamp
030402030504	Other	Middle Raft Swamp
030402030505	Other	Lower Raft Swamp
0304020306	Other	Gallberry Swamp
030402030601	Other	Upper Little Marsh Swamp
030402030602	Other	Lower Little Marsh Swamp
030402030603	Other	Upper Big Marsh Swamp
030402030604	Other	Lower Big Marsh Swamp
030402030605	Other	Gallberry Swamp
0304020307	Other	Upper Big Swamp
030402030701	Other	Upper Tenmile Swamp
030402030702	Other	Lower Tenmile Swamp
030402030703	Other	Goodman Swamp
030402030704	Other	Bryan Millpond-Black Swamp
030402030705	Other	Lewis Mill Branch-Big Swamp
0304020308	Other	Middle Big Swamp
030402030801	Other	Crawley Swamp
030402030802	Other	Jackson Swamp-Big Swamp
0304020309	Other	Lower Big Swamp
030402030901	Other	Bryant Swamp
030402030902	Other	Peters Branch-Big Swamp
030402030903	Other	Horsepen Branch
030402030904	Other	Brier Creek-Big Swamp
0304020310	Other	Saddletree Swamp-Lumber River
030402031001	Other	Saddletree Swamp
