#
# National Water Information System
# 2025/01/10
#
#
# Date Retrieved: USGS Water Data for the Nation Help System
#
huc_cd	huc_class_cd	huc_nm
12s	15s	64s
020801060402	Other	Hickory Creek
020801060403	Other	Gold Mine Creek
020801060404	Other	Christopher Creek-North Anna River
0208010605	Other	Pamunkey Creek
020801060501	Other	Clear Creek-Pamunkey Creek
020801060502	Other	Terrys Run
020801060503	Other	Plentiful Creek-Pamunkey Creek
0208010606	Other	Lake Anna
020801060601	Other	Contrary Creek
020801060602	Other	Pigeon Run-Lake Anna
020801060603	Other	Elk Creek-Lake Anna
0208010607	Other	Little River
020801060701	Other	Upper Little River
020801060702	Other	Lower Little River
0208010608	Other	Northeast Creek-North Anna River
020801060801	Other	Northeast Creek
020801060802	Other	Hawkins Creek-North Anna River
020801060803	Other	Long Creek-North Anna River
0208010609	Other	Upper Pamunkey River
020801060901	Other	Mechumps Creek-Pamunkey River
020801060902	Other	Crump Creek
020801060903	Other	Judy Swamp-Pamunkey River
020801060904	Other	Totopotomoy Creek
0208010610	Other	Middle Pamunkey River
020801061001	Other	Hollyfield Pond-Pamunkey River
020801061002	Other	Moncuin Creek
020801061003	Other	Black Creek
020801061004	Other	Montague Creek-Pamunkey River
020801061005	Other	Jacks Creek
0208010611	Other	Lower Pamunkey River
020801061101	Other	Cohoke Mill Creek-Pamunkey River
020801061102	Other	Mill Creek-Pamunkey River
02080107	Other	York
0208010701	Other	Upper York River
020801070101	Other	Ware Creek
020801070102	Other	Philbates Creek-York River
020801070103	Other	Poropotank River
020801070104	Other	Skimino Creek-York River
0208010702	Other	Lower York River
020801070201	Other	Jones Creek-York River
020801070202	Other	Queen Creek
020801070203	Other	Carter Creek-York River
020801070204	Other	Sarah Creek-York River
02080108	Other	Lynnhaven-Poquoson
0208010801	Other	Back River-Frontal Chesapeake Bay
020801080101	Other	Poquoson River-Frontal Chesapeake Bay
020801080102	Other	Northwest Branch Back River
020801080103	Other	Southwest Branch Back River
020801080104	Other	Back River-Frontal Chesapeake Bay
0208010802	Other	Lynnhaven River-Frontal Chesapeake Bay
020801080201	Other	Lynnhaven River
020801080202	Other	Little Creek-Frontal Chesapeake Bay
02080109	Cataloging Unit	Western Lower Delmarva
02080109	Other	Nanticoke
0208010901	Other	Deep Creek
020801090101	Other	Upper Deep Creek
020801090102	Other	Lower Deep Creek
0208010902	Other	Broad Creek
020801090201	Other	Hitch Pond Branch
020801090202	Other	James Branch
020801090203	Other	Elliott Pond Branch
020801090204	Other	Little Creek-Broad Creek
020801090205	Other	Tussocky Branch-Broad Creek
0208010903	Other	Marshyhope Creek
020801090301	Other	Headwaters Marshyhope Creek
020801090302	Other	Saulsbury Creek-Marshyhope Creek
020801090303	Other	Tommy Wright Branch-Marshyhope Creek
020801090304	Other	Sullivan Branch-Marshyhope Creek
020801090305	Other	Faulkner Branch-Marshyhope Creek
020801090306	Other	Puckum Branch-Marshyhope Creek
020801090307	Other	Stony Bar Creek-Marshyhope Creek
0208010904	Other	Upper Nanticoke River
020801090401	Other	Gum Branch
020801090402	Other	Headwaters Nanticoke River
020801090403	Other	Gravelly Branch
020801090404	Other	Clear Brook-Turkey Branch
020801090405	Other	Butler Mill Branch-Nanticoke River
020801090406	Other	Gales Creek-Nanticoke River
0208010905	Other	Lower Nanticoke River
020801090501	Other	Chicone Creek-Nanticoke River
020801090502	Other	Rewastico Creek
020801090503	Other	Quantico Creek
020801090504	Other	Barren Creek-Nanticoke River
020801090505	Other	Wetipquin Creek-Nanticoke River
02080110	Other	Tangier
0208011001	Other	Transquaking River
020801100101	Other	Middletown Branch-Transquaking River
020801100102	Other	Chicamacomico River
020801100103	Other	Doctors Creek-Transquaking River
0208011002	Other	Blackwater River
020801100201	Other	Buttons Creek-Blackwater River
020801100202	Other	Little Blackwater River
020801100203	Other	Coles Creek-Blackwater River
020801100204	Other	Island Creek
020801100205	Other	Upper Fishing Bay
020801100206	Other	Lower Fishing Bay
0208011003	Other	Wicomico River
020801100301	Other	North Prong Wicomico River
020801100302	Other	South Prong Wicomico River
020801100303	Other	Tonytank Creek-Wicomico River
020801100304	Other	Wicomico Creek
020801100305	Other	Shiles Creek-Wicomico River
020801100306	Other	Monie Bay
020801100307	Other	Ellis Bay-Wicomico River
0208011004	Other	Manokin River-Frontal Tangier Sound
020801100401	Other	Kings Creek
020801100402	Other	Back Creek
020801100403	Other	Taylor Branch-Manokin River
020801100404	Other	Broad Creek-Manokin River
020801100405	Other	Big Annemessex River
0208011005	Other	Upper Tangier Sound
020801100501	Other	Deal Island-Frontal Tangier Sound
020801100502	Other	Kedges Straits-Tangier Sound
0208011006	Other	Lower Tangier Sound
020801100601	Other	Little Annemessex River-Tangier Sound
020801100602	Other	Smith Island
02080111	Other	Pokomoke-Western Lower Delmarva
0208011101	Other	Nassawango Creek
020801110101	Other	Upper Nassawango Creek
020801110102	Other	Lower Nassawango Creek
0208011102	Other	Bald Cypress Branch-Pocomoke River
020801110201	Other	Careytown Branch-Pocomoke River
020801110202	Other	Whaleyville Branch-Pocomoke River
020801110203	Other	Ninepin Branch-Pocomoke River
020801110204	Other	Old Mill Branch-Pocomoke River
020801110205	Other	Purnell Branch-Pocomoke River
0208011103	Other	Dividing Creek-Pocomoke River
020801110301	Other	Dividing Creek
020801110302	Other	Corkers Creek
020801110303	Other	Cypress Swamp-Pocomoke River
0208011104	Other	Pitts Creek-Pocomoke River
020801110401	Other	Pitts Creek
020801110402	Other	Bullbegger Creek-Pocomoke River
0208011105	Other	Marumsco Creek-Pocomoke Sound
020801110501	Other	Marumsco Creek-Pocomoke Sound
020801110502	Other	East Creek-Pocomoke Sound
0208011106	Other	Messongo Creek-Frontal Pocomoke Sound
020801110601	Other	Messongo Creek-Frontal Pocomoke Sound
020801110602	Other	Guilford Creek-Frontal Pocomoke Sound
0208011107	Other	Deep Creek-Pocomoke Sound
020801110701	Other	The Prong-Pocomoke Sound
020801110702	Other	Deep Creek-Frontal Pocomoke Sound
020801110703	Other	Onancock Creek-Frontal Pocomoke Sound
0208011108	Other	Pungoteague Creek-Frontal Chesapeake Bay
020801110801	Other	Pungoteague Creek-Frontal Chesapeake Bay
020801110802	Other	Nandua Creek-Frontal Chesapeake Bay
020801110803	Other	Occohannock Creek-Frontal Chesapeake Bay
020801110804	Other	Warehouse Creek-Nassawadox Creek
0208011109	Other	Cherrystone Inlet-Frontal Chesapeake Bay
020801110901	Other	Hungars Creek-Frontal Chesapeake Bay
020801110902	Other	Cherrystone Inlet-Frontal Chesapeake Bay
020802	Other	James
02080201	Other	Upper James
0208020101	Other	Upper Jackson River
020802010101	Other	Dry Branch-Jackson River
020802010102	Other	Bolar Run-Jackson River
020802010103	Other	Warm Springs Run-Jackson River
0208020102	Other	Middle Jackson River
020802010201	Other	East Back Creek-Back Creek
020802010202	Other	Jim Dave Run-Back Creek
020802010203	Other	Little Back Creek
020802010204	Other	Cummings Run-Back Creek
020802010205	Other	Lake Moomaw-Jackson River
0208020103	Other	Dunlap Creek
020802010301	Other	Sweet Springs Creek-Cove Creek
020802010302	Other	Jerrys Run-Dunlap Creek
020802010303	Other	Johnsons Creek-Ogle Creek
020802010304	Other	Moss Run-Dunlap Creek
0208020104	Other	Potts Creek
020802010401	Other	South Fork Potts Creek-North Fork Potts Creek
020802010402	Other	Trout Branch-Potts Creek
020802010403	Other	Mill Branch-Potts Creek
020802010404	Other	Cast Steel Run-Potts Creek
020802010405	Other	Hays Creek-Potts Creek
0208020105	Other	Lower Jackson River
020802010501	Other	Hot Springs Run-Cedar Creek
020802010502	Other	Falling Spring Creek-Jackson River
020802010503	Other	Indian Draft Creek-Jackson River
020802010504	Other	Pounding Mill Creek-Jackson River
020802010505	Other	White Rock Creek-Karnes Creek
020802010506	Other	Wilson Creek
020802010507	Other	Smith Creek-Jackson River
0208020106	Other	Upper Cowpasture River
020802010601	Other	Wolfe Draft-Cowpasture River
020802010602	Other	Shaws Fork
020802010603	Other	Benson Run-Cowpasture River
020802010604	Other	Davis Run-Bullpasture River
020802010605	Other	Crab Run-Bullpasture River
0208020107	Other	Middle Cowpasture River
020802010701	Other	Scotchtown Draft-Cowpasture River
020802010702	Other	Dry Run
020802010703	Other	Thompson Creek-Cowpasture River
020802010704	Other	Lick Run-Stuart Run
0208020108	Other	Lower Cowpasture River
020802010801	Other	Mill Creek-Cowpasture River
020802010802	Other	Pads Creek
020802010803	Other	Simpson Creek-Cowpasture River
0208020109	Other	Mill Creek-James River
020802010901	Other	Big Creek-James River
020802010902	Other	Sinking Creek
020802010903	Other	Smith Branch-Mill Creek
020802010904	Other	Black Lick-James River
0208020110	Other	Upper Craig Creek
020802011001	Other	Trout Creek-Craig Creek
020802011002	Other	Meadow Creek
020802011003	Other	Broad Run-Craig Creek
0208020111	Other	Johns Creek
020802011101	Other	Upper Johns Creek
020802011102	Other	Lower Johns Creek
0208020112	Other	Lower Craig Creek
020802011201	Other	Rolands Run Branch-Craig Creek
020802011202	Other	Barbours Creek
020802011203	Other	Mill Creek-Craig Creek
020802011204	Other	Patterson Creek
020802011205	Other	Roaring Run-Craig Creek
0208020113	Other	Catawba Creek
020802011301	Other	Little Catawba Creek-Catawba Creek
020802011302	Other	Town Branch-Catawba Creek
0208020114	Other	Looney Creek-James River
020802011401	Other	Lapsley Run-James River
020802011402	Other	Hickory Hollow Branch-James River
020802011403	Other	Mill Creek-Looney Creek
0208020115	Other	Cedar Creek-James River
020802011501	Other	Purgatory Creek-James River
020802011502	Other	North Creek-Jennings Creek
020802011503	Other	Roaring Run-James River
020802011504	Other	Spring Gap Creek-Cedar Creek
020802011505	Other	Elk Creek-James River
02080202	Other	Maury
0208020201	Other	Calfpasture River
020802020101	Other	Chair Draft-Calfpasture River
020802020102	Other	Ramseys Draft
020802020103	Other	Holloway Draft-Calfpasture River
020802020104	Other	Hamilton Branch
020802020105	Other	Fridley Branch-Calfpasture River
020802020106	Other	Cabin Creek-Mill Creek
020802020107	Other	Brattons Run
020802020108	Other	Guys Run-Calfpasture River
0208020202	Other	Upper Maury River
020802020201	Other	Upper Little Calfpasture River
020802020202	Other	Lower Little Calfpasture River
020802020203	Other	Taylor Branch-Maury River
020802020204	Other	Walker Creek
020802020205	Other	Hays Creek
0208020203	Other	Middle Maury River
020802020301	Other	Alone Mill Creek-Maury River
020802020302	Other	Kerrs Creek
020802020303	Other	Mill Creek-Maury River
0208020204	Other	South River
020802020401	Other	Saint Marys River
020802020402	Other	Upper South River
020802020403	Other	Irish Creek
020802020404	Other	Lower South River
0208020205	Other	Lower Maury River
020802020501	Other	Bennetts Run-Maury River
020802020502	Other	South Buffalo Creek
020802020503	Other	North Buffalo Creek
020802020504	Other	Colliers Creek
020802020505	Other	Buffalo Creek
020802020506	Other	Poague Run-Maury River
02080203	Other	Middle James-Buffalo
0208020301	Other	Reed Creek-James River
020802030101	Other	Otter Creek-James River
020802030102	Other	Reed Creek
020802030103	Other	Thomas Mill Creek-James River
0208020302	Other	Pedlar River
020802030201	Other	Lynchburg Reservoir-Pedlar River
020802030202	Other	Browns Creek-Pedlar River
020802030203	Other	Horsley Creek-Pedlar River
0208020303	Other	Harris Creek-James River
020802030301	Other	Judith Creek-James River
020802030302	Other	Harris Creek
020802030303	Other	Cheese Creek-Ivy Creek
020802030304	Other	Blackwater Creek
020802030305	Other	Opossum Creek-James River
020802030306	Other	Beaver Creek
0208020304	Other	Wreck Island Creek-James River
020802030401	Other	Archer Creek-James River
020802030402	Other	Stonewall Creek-James River
020802030403	Other	Christian Mill Creek-James River
020802030404	Other	Wreck Island Creek
020802030405	Other	Allens Creek-James River
020802030406	Other	Bent Creek
0208020305	Other	Upper Tye River
020802030501	Other	South Fork Tye River-North Fork Tye River
020802030502	Other	Cub Creek-Tye River
020802030503	Other	Hat Creek
020802030504	Other	Black Creek-Tye River
020802030505	Other	Little Piney River-Piney River
020802030506	Other	Naked Creek-Piney River
0208020306	Other	Buffalo River
020802030601	Other	North Fork Buffalo River-Buffalo River
020802030602	Other	Stonewall Creek-Buffalo River
020802030603	Other	Rutledge Creek
020802030604	Other	Rocky Creek-Buffalo River
0208020307	Other	Lower Tye River
020802030701	Other	Brown Creek-Tye River
020802030702	Other	Rucker Run
020802030703	Other	Joe Creek-Tye River
0208020308	Other	David Creek-James River
020802030801	Other	David Creek
020802030802	Other	Alabama Creek-James River
020802030803	Other	Mallorys Creek-James River
020802030804	Other	Sycamore Creek-James River
0208020309	Other	Upper Rockfish River
020802030901	Other	North Fork Rockfish River
020802030902	Other	South Fork Rockfish River
020802030903	Other	Buck Creek-Rockfish River
0208020310	Other	Lower Rockfish River
020802031001	Other	Hickory Creek-Cove Creek
020802031002	Other	Dutch Creek-Rockfish River
020802031003	Other	Beaver Creek-Rockfish River
0208020311	Other	Ballinger Creek-James River
020802031101	Other	Ballinger Creek-James River
020802031102	Other	Rock Island Creek-James River
020802031103	Other	Totier Creek
020802031104	Other	Little George Creek-James River
0208020312	Other	Hardware River
020802031201	Other	North Fork Hardware River
020802031202	Other	South Fork Hardware River
020802031203	Other	Turkey Run-Hardware River
020802031204	Other	Woodson Creek-Hardware River
0208020313	Other	Upper Slate River
020802031301	Other	Grease Creek-Slate River
020802031302	Other	Meadow Creek-North River
020802031303	Other	Horsepen Creek-Slate River
020802031304	Other	Ripley Creek-Walton Fork
0208020314	Other	Lower Slate River
020802031401	Other	Joshua Creek-Slate River
020802031402	Other	Sharps Creek-Slate River
020802031403	Other	Hunts Creek-Slate River
0208020315	Other	Bear Garden Creek-James River
020802031501	Other	Bremo Creek-James River
020802031502	Other	Bear Garden Creek-James River
02080204	Other	Rivanna
0208020401	Other	Moormans River-Mechums River
020802040101	Other	Stockton Creek-Mechums River
020802040102	Other	Beaver Creek-Mechums River
020802040103	Other	North Fork Moormans River-Moormans River
020802040104	Other	Doyles River
020802040105	Other	Wards Creek-Moormans River
0208020402	Other	South Fork Rivanna River
020802040201	Other	Buck Mountain Creek
020802040202	Other	Little Ivy Creek-Ivy Creek
020802040203	Other	South Fork Rivanna River
0208020403	Other	North Fork Rivanna River
020802040301	Other	Lynch River-North Fork Rivanna River
020802040302	Other	Swift Run
020802040303	Other	Jacobs Run-North Fork Rivanna River
020802040304	Other	Preddy Creek
020802040305	Other	Flannigan Branch-North Fork Rivanna River
0208020404	Other	Mechunk Creek-Rivanna River
020802040401	Other	Meadow Creek-Rivanna River
020802040402	Other	Moores Creek
020802040403	Other	Buck Island Creek
020802040404	Other	Carroll Creek-Rivanna River
020802040405	Other	Mechunk Creek
0208020405	Other	Cunningham Creek-Rivanna River
020802040501	Other	Stigger Creek-Rivanna River
020802040502	Other	Cunningham Creek
020802040503	Other	Ballinger Creek
020802040504	Other	Carys Creek-Rivanna River
02080205	Other	Middle James-Willis
0208020501	Other	Byrd Creek
020802050101	Other	Upper Byrd Creek
020802050102	Other	Middle Byrd Creek
020802050103	Other	Lower Byrd Creek
0208020502	Other	Upper Willis River
020802050201	Other	Bishop Creek-Willis River
020802050202	Other	Whispering Creek-Willis River
020802050203	Other	Little Willis River
020802050204	Other	Buffalo Creek-Willis River
020802050205	Other	Hatcher Creek
0208020503	Other	Lower Willis River
020802050301	Other	Bonbrook Creek-Willis River
020802050302	Other	Randolph Creek
020802050303	Other	Trice Lake-Willis River
0208020504	Other	Deep Creek-James River
020802050401	Other	Hooper Rock Creek-James River
020802050402	Other	Muddy Creek
020802050403	Other	Picketts Creek Reservoir-James River
020802050404	Other	Maxey Mill Creek-Deep Creek
020802050405	Other	Sallee Creek-Deep Creek
0208020505	Other	Big Lickinghole Creek-James River
020802050501	Other	Solomons Creek-James River
020802050502	Other	Little Lickinghole Creek
020802050503	Other	Big Lickinghole Creek
020802050504	Other	Mohawk Creek-James River
020802050505	Other	Beaverdam Creek
0208020506	Other	Tuckahoe Creek-James River
020802050601	Other	Fine Creek-James River
020802050602	Other	Norwood Creek
020802050603	Other	Little River-James River
020802050604	Other	Bernards Creek-James River
020802050605	Other	Tuckahoe Creek
020802050606	Other	East Branch Tuckahoe Creek-James River
020802050607	Other	Little Westham Creek-James River
02080206	Other	Lower James
0208020601	Other	Falling Creek-James River
020802060101	Other	Almond Creek-James River
020802060102	Other	Falling Creek
020802060103	Other	Proctors Creek-James River
020802060104	Other	Fourmile Creek
020802060105	Other	Turkey Island Creek
020802060106	Other	Curles Creek-James River
0208020602	Other	Herring Creek-James River
020802060201	Other	Bailey Creek-James River
020802060202	Other	Powell Creek
020802060203	Other	Herring Creek
020802060204	Other	Courthouse Creek-Queens Creek
020802060205	Other	Flowerdew Hundred Creek-James River
0208020603	Other	Upper Chippokes Creek-James River
020802060301	Other	Wards Creek
020802060302	Other	Kittewan Creek-James River
020802060303	Other	Upper Chippokes Creek
020802060304	Other	Sunken Meadow Pond-James River
0208020604	Other	Upper Chickahominy River
020802060401	Other	Grassy Swamp Creek-Chickahominy River
020802060402	Other	Stony Run-Chickahominy River
020802060403	Other	Upham Brook
0208020605	Other	Middle Chickahominy River
020802060501	Other	Powhite Creek-Chickahominy River
020802060502	Other	Higgins Swamp-Chickahominy River
020802060503	Other	White Oak Swamp
020802060504	Other	Toe Ink Swamp-Chickahominy River
020802060505	Other	Rumley Marsh-Chickahominy River
020802060506	Other	Big Swamp-Chickahominy River
0208020606	Other	Lower Chickahominy River
020802060601	Other	Barrows Creek-Chickahominy River
020802060602	Other	Diascund Creek Reservoir-Diascund Creek
020802060603	Other	Mill Creek-Diascund Creek
020802060604	Other	Yarmouth Creek-Chickahominy River
020802060605	Other	Morris Creek-Chickahominy River
0208020607	Other	Powhatan Creek-James River
020802060701	Other	Broad Swamp-James River
020802060702	Other	Powhatan Creek
020802060703	Other	Grays Creek
020802060704	Other	Lower Chippokes Creek-James River
0208020608	Other	Lawnes Creek-James River
020802060801	Other	College Creek
020802060802	Other	Skiffes Creek-James River
020802060803	Other	Lawnes Creek
020802060804	Other	Morrisons Creek-James River
0208020609	Other	Pagan River-James River
020802060901	Other	Warwick River
020802060902	Other	Warren Creek-Pagan River
020802060903	Other	Cypress Creek
020802060904	Other	Jones Creek-Pagan River
020802060905	Other	Chuckatuck Creek
020802060906	Other	Cooper Creek-James River
02080207	Other	Appomattox
0208020701	Other	Buffalo Creek
020802070101	Other	Spring Creek
020802070102	Other	Little Buffalo Creek-Buffalo Creek
020802070103	Other	Locket Creek-Buffalo Creek
0208020702	Other	Vaughans Creek-Appomattox River
020802070201	Other	Wolf Creek-Appomattox River
020802070202	Other	Suanee Creek-Appomattox River
020802070203	Other	Fishpond Creek-Appomattox River
020802070204	Other	Vaughans Creek
020802070205	Other	Ducker Creek-Appomattox River
020802070206	Other	Bad Luck Branch-Appomattox River
0208020703	Other	Bush River
020802070301	Other	Briery Creek
020802070302	Other	Evans Creek-Bush River
020802070303	Other	Mountain Creek
020802070304	Other	Millers Creek-Bush River
020802070305	Other	Sandy River
0208020704	Other	Big Guinea Creek-Appomattox River
020802070401	Other	Saylers Creek
020802070402	Other	Angola Creek-Appomattox River
020802070403	Other	Sandy Creek-Appomattox River
020802070404	Other	Big Guinea Creek
020802070405	Other	Little Guinea Creek-Appomattox River
020802070406	Other	Stock Creek
0208020705	Other	Flat Creek
020802070501	Other	Little Creek-Flat Creek
020802070502	Other	Beaverpond Creek-Flat Creek
020802070503	Other	Nibbs Creek
020802070504	Other	Haw Branch-Flat Creek
0208020706	Other	Rocky Ford Creek-Appomattox River
020802070601	Other	Bent Creek-Appomattox River
020802070602	Other	Rocky Ford Creek
020802070603	Other	Skinquarter Creek-Appomattox River
020802070604	Other	Smacks Creek-Appomattox River
0208020707	Other	Deep Creek
020802070701	Other	Little Creek-Deep Creek
020802070702	Other	Cellar Creek
020802070703	Other	West Creek
020802070704	Other	Sweathouse Creek-Deep Creek
020802070705	Other	Beaverpond Creek-Deep Creek
0208020708	Other	Lake Chesdin-Appomattox River
020802070801	Other	Winticomack Creek-Appomattox River
020802070802	Other	Winterpock Creek
020802070803	Other	Nooning Creek-Appomattox River
020802070804	Other	Namozine Creek
020802070805	Other	Whipponock Creek
020802070806	Other	Cattle Creek-Lake Chesdin
0208020709	Other	Swift Creek
020802070901	Other	Swift Creek Reservoir-Swift Creek
020802070902	Other	Third Branch-Swift Creek
020802070903	Other	Second Branch-Licking Creek
020802070904	Other	Franks Branch-Swift Creek
0208020710	Other	Ashton Creek-Appomattox River
020802071001	Other	Oldtown Creek-Appomattox River
020802071002	Other	Ashton Creek-Appomattox River
02080208	Other	Hampton Roads
0208020801	Other	Nansemond River
020802080101	Other	Speights Run-Lake Kilby
020802080102	Other	Cohoon Creek
020802080103	Other	Lake Prince
020802080104	Other	Western Branch Reservoir
020802080105	Other	Cedar Lake-Nansemond River
020802080106	Other	Bennett Creek-Nansemond River
0208020802	Other	Elizabeth River
020802080201	Other	New Mill Creek-Southern Branch Elizabeth River
020802080202	Other	Big Entry Ditch-Dismal Swamp
020802080203	Other	Deep Creek-Southern Branch Elizabeth River
020802080204	Other	Eastern Branch Elizabeth River
020802080205	Other	Western Branch Elizabeth River
020802080206	Other	Elizabeth River
0208020803	Other	Hampton Roads
020802080301	Other	Streeter Creek-Frontal Hampton Roads
020802080302	Other	Willoughby Bay-Frontal Hampton Roads
020802080303	Other	Hampton River-Frontal Hampton Roads
020802080304	Other	Hampton Roads
03	Region	South Atlantic-Gulf Region
0301	Subregion	Chowan-Roanoke
030101	Other	Roanoke
03010101	Other	Upper Roanoke
0301010101	Other	South Fork Roanoke River
030101010101	Other	Lick Fork-Goose Creek
030101010102	Other	Bottom Creek
030101010103	Other	Purgatory Creek-South Fork Roanoke River
030101010104	Other	Elliott Creek
030101010105	Other	Brake Branch-South Fork Roanoke River
0301010102	Other	North Fork Roanoke River
030101010201	Other	Dry Run-North Fork Roanoke River
030101010202	Other	Wilson Creek-North Fork Roanoke River
030101010203	Other	Bradshaw Creek-North Fork Roanoke River
0301010103	Other	Mason Creek-Roanoke River
030101010301	Other	Sawmill Hollow-Roanoke River
030101010302	Other	Mason Creek
0301010104	Other	Tinker Creek-Roanoke River
030101010401	Other	Buffalo Creek-Tinker Creek
030101010402	Other	Carvin Creek
030101010403	Other	Glade Creek-Tinker Creek
030101010404	Other	Peters Creek-Roanoke River
030101010405	Other	Back Creek
0301010105	Other	Upper Blackwater River
030101010501	Other	North Fork Blackwater River
030101010502	Other	South Fork Blackwater River
030101010503	Other	Madcap Creek-Blackwater River
030101010504	Other	Maggodee Creek
0301010106	Other	Lower Blackwater River
030101010601	Other	Standiford Creek-Smith Mountain Lake
030101010602	Other	Gills Creek
030101010603	Other	Bull Run-Smith Mountain Lake
0301010107	Other	Smith Mountain Lake-Roanoke River
030101010701	Other	Lynville Creek-Smith Mountain Lake
030101010702	Other	Beaverdam Creek
030101010703	Other	Stony Creek-Smith Mountain Lake
030101010704	Other	Bettys Creek-Smith Mountain Lake
030101010705	Other	Craddock Creek-Smith Mountain Lake
0301010108	Other	Upper Pigg River
030101010801	Other	Turners Creek-Pigg River
030101010802	Other	Powder Mill Creek-Pigg River
030101010803	Other	Big Chestnut Creek
030101010804	Other	Owens Creek-Pigg River
0301010109	Other	Snow Creek
030101010901	Other	Crab Creek-Snow Creek
030101010902	Other	Turkeycock Creek
030101010903	Other	Gourd Creek-Snow Creek
0301010110	Other	Lower Pigg River
030101011001	Other	Tomahawk Creek-Pigg River
030101011002	Other	Fryingpan Creek-Pigg River
0301010111	Other	Upper Goose Creek
030101011101	Other	North Fork Goose Creek-Goose Creek
030101011102	Other	Bore Auger Creek
030101011103	Other	Wolf Creek-Goose Creek
030101011104	Other	Stony Fork
0301010112	Other	Lower Goose Creek
030101011201	Other	Mill Creek-Goose Creek
030101011202	Other	Carter Mill Creek
030101011203	Other	Back Creek-Goose Creek
0301010113	Other	Leesville Lake-Roanoke River
030101011301	Other	Clay Branch-Leesville Lake
030101011302	Other	Old Womans Creek-Leesville Lake
030101011303	Other	Bishop Creek-Roanoke River
030101011304	Other	Little Sycamore Creek-Sycamore Creek
030101011305	Other	Reed Creek-Roanoke River
0301010114	Other	Upper Big Otter River
030101011401	Other	Stony Creek-Big Otter River
030101011402	Other	North Otter Creek
030101011403	Other	Chestnut Branch-Elk Creek
030101011404	Other	Roaring Run-Big Otter River
030101011405	Other	Machine Creek
030101011406	Other	Johns Creek-Little Otter River
0301010115	Other	Lower Big Otter River
030101011501	Other	Orrix Creek-Big Otter River
030101011502	Other	Buffalo Creek
030101011503	Other	Johnson Creek-Big Otter River
030101011504	Other	Flat Creek
030101011505	Other	Troublesome Creek-Big Otter River
03010102	Other	Middle Roanoke
0301010201	Other	Seneca Creek-Roanoke River
030101020101	Other	Beechtree Creek-Roanoke River
030101020102	Other	Seneca Creek
030101020103	Other	Straightstone Creek
030101020104	Other	Buffalo Creek-Roanoke River
030101020105	Other	Whipping Creek-Roanoke River
0301010202	Other	Falling River
030101020201	Other	Reedy Creek-Falling River
030101020202	Other	Mulberry Creek-Falling River
030101020203	Other	Button Creek-South Fork Falling River
030101020204	Other	Mollys Creek
030101020205	Other	Suck Creek-Falling River
030101020206	Other	Entry Creek-Little Falling River
030101020207	Other	Hat Creek-Falling River
0301010203	Other	Cub Creek
030101020301	Other	Big Cub Creek
030101020302	Other	Little Cub Creek
030101020303	Other	Rough Creek-Cub Creek
030101020304	Other	Louse Creek-Cub Creek
0301010204	Other	Turnip Creek-Roanoke River
030101020401	Other	Childrey Creek-Roanoke River
030101020402	Other	Catawba Creek
030101020403	Other	Turnip Creek
030101020404	Other	Buckskin Creek-Roanoke River
030101020405	Other	Hunting Creek-Roanoke River
0301010205	Other	Roanoke Creek
030101020501	Other	Spring Creek-Roanoke Creek
030101020502	Other	Ash Camp Creek-Roanoke Creek
030101020503	Other	Wards Fork Creek
030101020504	Other	Twittys Creek
030101020505	Other	Horsepen Creek
030101020506	Other	Lipscomb Branch-Roanoke Creek
0301010206	Other	Difficult Creek-Roanoke River
030101020601	Other	Sandy Creek-Roanoke River
030101020602	Other	Piney Creek-Difficult Creek
030101020603	Other	Ashcake Creek-Difficult Creek
030101020604	Other	Cargills Creek-Roanoke River
0301010207	Other	Bluestone Creek-Roanoke River
030101020701	Other	Otter Creek-Bluestone Creek
030101020702	Other	Little Bluestone Creek
030101020703	Other	Goodell Creek-Bluestone Creek
030101020704	Other	Sandy Creek-John H Kerr Reservoir
0301010208	Other	Grassy Creek-John H Kerr Reservoir
030101020801	Other	Little Grassy Creek
030101020802	Other	Mountain Creek-Grassy Creek
030101020803	Other	Beech Creek-Johnson Creek
030101020804	Other	Spewmarrow Creek-Grassy Creek
030101020805	Other	Little Beaver Pond Creek-Grassy Creek
030101020806	Other	Beaver Pond Creek-Grassy Creek
0301010209	Other	Butcher Creek-John H Kerr Reservoir
030101020901	Other	Little Island Creek
030101020902	Other	Island Creek
030101020903	Other	Panhandle Creek-John H Kerr Reservoir
030101020904	Other	Butcher Creek
0301010210	Other	Nutbush Creek-John H Kerr Reservoir
030101021001	Other	Anderson Creek-Mill Creek
030101021002	Other	Headwaters Nutbush Creek
030101021003	Other	Nutbush Creek-John H Kerr Reservoir
030101021004	Other	Eastland Creek-John H Kerr Reservoir
03010103	Other	Upper Dan
0301010301	Other	Little Dan River-Dan River
030101030101	Other	Ivy Creek-Dan River
030101030102	Other	Archies Creek-Dan River
030101030103	Other	Little Dan River
030101030104	Other	Elk Creek-Dan River
030101030105	Other	Peters Creek-Dan River
030101030106	Other	Big Creek
030101030107	Other	Double Creek
030101030108	Other	Vade Macum Creek
030101030109	Other	Flat Shoals Creek-Dan River
0301010302	Other	Town Fork Creek
030101030201	Other	Headwaters Town Fork Creek
030101030202	Other	Neatman Creek-Upper Town Fork Creek
030101030203	Other	Town of Walnut Cove-Middle Town Fork Creek
